iso3c,country,emptying_method,population_2017,population_emptying_method,count_pits_septics,emptying_demand,urban_demand,rural_demand
GMB,Gambia,non-mechanized,2100567.7795368005,580476.5621103578,51896.29487217758,0.276342695420359,0.6194872814135812,0.38051271858641883
GHA,Ghana,non-mechanized,28833620.268165432,13986144.244587088,2047235.778043436,0.4850637594068922,0.628984369262945,0.371015630737055
GIN,Guinea,non-mechanized,12717180.620669585,4532766.803691426,455459.19626108813,0.3564285936400239,0.41598335176634255,0.5840166482336574
GNB,Guinea-Bissau,non-mechanized,1861283.465058456,258163.8680829575,38086.320454807756,0.13870206925996065,0.6924021394767471,0.30759786052325283
KEN,Kenya,non-mechanized,49699904.288884364,16762536.774831526,3385044.4897487536,0.337275031303844,0.24885464631905688,0.7511453536809432
LSO,Lesotho,non-mechanized,2233347.2968262336,677633.3275905884,166100.2899120636,0.3034160108253472,0.26128572551173,0.73871427448827
LBR,Liberia,non-mechanized,4731905.407425473,1956066.7221255463,232565.24437605368,0.41337823851170336,0.7202652488635916,0.27973475113640844
MDG,Madagascar,non-mechanized,25570894.828186814,4064407.668550517,491353.54215630353,0.158946634283221,0.4415860409363428,0.5584139590636572
MWI,Malawi,non-mechanized,18622123.56626787,5638002.639097434,980159.0283490557,0.3027583089025419,0.10817734409173387,0.8918226559082663
MLI,Mali,non-mechanized,18541999.40482041,5523476.54371696,824936.3184943757,0.2978900183914906,0.43122349204697624,0.5687765079530238
MRT,Mauritania,non-mechanized,4420182.997007927,1310377.4196311184,244110.56256264256,0.29645320578766265,0.7121459327016648,0.2878540672983352
MUS,Mauritius,non-mechanized,1265137.0977841427,242244.773895287,67848.52401358119,0.19147709313051758,0.2719004898848074,0.7280995101151926
MYT,Mayotte,non-mechanized,NA,0,0,NA,NA,NA
MOZ,Mozambique,non-mechanized,29668814.879078306,5968370.026575589,1248613.840012745,0.20116644533665992,0.45984083789529295,0.540159162104707
NAM,Namibia,non-mechanized,2533795.1763287843,131378.48722558946,27021.799597861365,0.05185047649192534,0.1672198531359863,0.8327801468640136
NER,Niger,non-mechanized,21477381.84057851,2866806.645259147,350990.31564447616,0.1334802661953291,0.34132297845712894,0.6586770215428711
NGA,Nigeria,non-mechanized,190886295.59758583,86143429.8587544,13626534.986889526,0.45128137454328526,0.628784532253983,0.37121546774601705
REU,Réunion,non-mechanized,876561.9461389979,0,0,0,NA,NA
RWA,Rwanda,non-mechanized,12208457.460714782,7003537.861200184,1474961.705769065,0.5736627975922963,0.10773577216444451,0.8922642278355555
SHN,Saint Helena,non-mechanized,4048.999790356394,0,0,0,NA,NA
STP,Sao Tome and Principe,non-mechanized,204327.32937399784,20267.23958599355,4847.069904086171,0.09919005767895435,0.7014770066155281,0.2985229933844719
SEN,Senegal,non-mechanized,15850567.010644754,4125960.7721750746,419998.9459210043,0.260303670487258,0.4685784619753719,0.531421538024628
SYC,Seychelles,non-mechanized,94736.9972789337,0,0,0,NA,NA
SLE,Sierra Leone,non-mechanized,7557213.635929482,2897308.494956387,265698.7353415437,0.3833831666715929,0.5691860960656507,0.4308139039343492
SOM,Somalia,non-mechanized,14742509.838527326,3645060.379325888,615254.2067192858,0.24724829213273256,0.501883704313208,0.49811629568679194
ZAF,South Africa,non-mechanized,56717190.837702796,7513083.121896683,2173798.2435972486,0.13246571296867465,0.12358272088506088,0.8764172791149392
SSD,South Sudan,non-mechanized,12575720.023801042,2294838.5000456176,280499.0867860972,0.18248167863966147,0.5363217459369707,0.4636782540630293
TGO,Togo,non-mechanized,7797694.3391137635,2375059.0237470334,307701.82074953715,0.3045847811491631,0.7166492353684508,0.28335076463154907
UGA,Uganda,non-mechanized,42863017.97041767,11849698.883578697,1801767.3288908084,0.27645507583616447,0.3298141214106015,0.6701858785893985
TZA,United Republic of Tanzania,non-mechanized,57310008.8286023,17729891.54920582,2841520.3054631385,0.3093681524675875,0.481003932474551,0.518996067525449
ZMB,Zambia,non-mechanized,17094116.566256963,4042106.4982159194,608221.8014853355,0.23646185414430018,0.4335022202227856,0.5664977797772144
ZWE,Zimbabwe,non-mechanized,16529889.786516318,5372028.995953285,990919.6492530587,0.32498879698129207,0.08797333351732753,0.9120266664826725
AFG,Afghanistan,unemptiable,35530085.16530559,12086704.16672,1351492.968895493,0.34018224584844003,0.1213688445382121,0.8786311554617879
BGD,Bangladesh,unemptiable,164669683.37243107,47953053.298700005,7439355.202089975,0.2912075393394986,0.21595391500650782,0.7840460849934922
BTN,Bhutan,unemptiable,807610.0210778456,175250.52536,31770.40359938465,0.21699894848519666,0.2317173142652883,0.7682826857347117
IND,India,unemptiable,1339180290.6450965,29766171.74801,5844783.058527001,0.022227157878549224,0.23928649634181395,0.760713503658186
IRN,Iran (Islamic Republic of),unemptiable,81162560.0499435,1500181.22907,391066.56296793796,0.01848366079318914,0.4077608192639616,0.5922391807360384
KAZ,Kazakhstan,unemptiable,18204492.203759845,17065.968569999997,4818.153670346039,9.374591929828889e-4,0.5169085512970684,0.48309144870293175
KGZ,Kyrgyzstan,unemptiable,6045077.406228689,8104.78484,1822.2605466877799,0.0013407247410345885,1,0
MDV,Maldives,unemptiable,436330.02510366763,0,0,0,NA,NA
NPL,Nepal,unemptiable,29304995.49611164,811667.3455800001,170768.6924014965,0.02769723495394145,0.06798891199764409,0.9320110880023559
PAK,Pakistan,unemptiable,197015965.11590356,38455386.20042,5053800.216546208,0.1951891877279939,0.3269112559405969,0.6730887440594031
LKA,Sri Lanka,unemptiable,20876967.247702222,122717.61399,23353.70075598037,0.005878134143430562,0.9143841160336106,0.08561588396638936
TJK,Tajikistan,unemptiable,8921363.716258632,44739.44795,7034.583100665539,0.005014866490474447,0.17155148178353863,0.8284485182164614
TKM,Turkmenistan,unemptiable,5758083.429579293,1574.38,303.50992012802067,2.734208385923005e-4,0,1
UZB,Uzbekistan,unemptiable,31910638.871927045,0,0,0,NA,NA
BRN,Brunei Darussalam,unemptiable,NA,0,NA,NA,NA,NA
KHM,Cambodia,unemptiable,16005372.51318531,408905.9309,81037.08376426315,0.025548042106682687,0,1
CHN,China,unemptiable,1409515977.5462778,127306799.78412,35936401.88898778,0.09031951521808146,0.1814485891666519,0.8185514108333481
HKG,"China, Hong Kong Special Administrative Region",unemptiable,7364882.919078801,262467.89671,90215.27383392889,0.0356377554937193,1,0
MAC,"China, Macao Special Administrative Region",unemptiable,NA,0,NA,NA,NA,NA
PRK,Democratic People's Republic of Korea,unemptiable,25490969.290557317,3954004.45632,999524.5711168624,0.1551139311828637,0.32380727598157816,0.6761927240184219
IDN,Indonesia,unemptiable,263991374.801031,13075134.722280001,2950661.5434992984,0.049528643623810306,0.39706868475804763,0.6029313152419524
JPN,Japan,unemptiable,127484455.18635967,0,NA,0,NA,NA
LAO,Lao People's Democratic Republic,unemptiable,6858159.411277301,142594.2427,35984.36175778961,0.020791911378659902,0.10387303953892382,0.8961269604610761
MYS,Malaysia,unemptiable,31624266.45510674,135341.3879,29696.039868958207,0.004279668845192925,0.2423832169080335,0.7576167830919665
MNG,Mongolia,unemptiable,3075681.3066407247,98413.75982,17684.926171637446,0.031997385297206894,0.5383944207284733,0.4616055792715267
MMR,Myanmar,unemptiable,53370580.70587838,9015280.24901,1955819.0332857645,0.1689185339521148,0.19902120946456778,0.8009787905354322
PHL,Philippines,unemptiable,104918090.95197149,3668008.27825,691583.9109786435,0.03496068452035703,0.30660693459954846,0.6933930654004515
KOR,Republic of Korea,unemptiable,50982210.19734423,0,NA,0,NA,NA
SGP,Singapore,unemptiable,5708844,0,NA,0,NA,NA
THA,Thailand,unemptiable,69037511.90450084,38716.35364,10432.92064448185,5.608016942087381e-4,1,0
TLS,Timor-Leste,unemptiable,1296311.2173765858,231887.50253,36110.72868665652,0.17888258577232952,0.15286155365537285,0.8471384463446272
VNM,Viet Nam,unemptiable,95540797.89708887,9301491.6698,2373847.2567034555,0.09735622764862231,0.06510158639888566,0.9348984136011144
AIA,Anguilla,unemptiable,14908.999999999998,56.34355,15.177422844828943,0.00377916359246093,1,0
ATG,Antigua and Barbuda,unemptiable,102011.99457736852,0,NA,0,NA,NA
ARG,Argentina,unemptiable,43937140,0,NA,0,NA,NA
ABW,Aruba,unemptiable,NA,0,NA,NA,NA,NA
BHS,Bahamas,unemptiable,395360.9967382175,0,NA,0,NA,NA
BRB,Barbados,unemptiable,285718.9999223408,0,NA,0,NA,NA
BLZ,Belize,unemptiable,374680.971938832,8718.028809999998,2199.3434243086404,0.02326787177071604,0.09538156940318716,0.9046184305968129
BOL,Bolivia (Plurinational State of),unemptiable,11051597.304626657,959706.2462500001,240402.63738443554,0.08683869125852307,0.3110218799099537,0.6889781200900463
BRA,Brazil,unemptiable,209288304.06109858,21626646.873010002,6502075.492180716,0.10333423537464581,0.5779993482813187,0.4220006517186812
VGB,British Virgin Islands,unemptiable,NA,0,NA,NA,NA,NA
CYM,Cayman Islands,unemptiable,NA,0,NA,NA,NA,NA
CHL,Chile,unemptiable,18054734.725888643,0,0,0,NA,NA
COL,Colombia,unemptiable,49065610.7595189,1091594.47332,298968.87488359713,0.022247648738546007,0.3538467370444162,0.6461532629555838
CRI,Costa Rica,unemptiable,4905768.67560216,71815.25727,20688.320602462918,0.01463894081006276,0.4804409025547448,0.5195590974452552
CUB,Cuba,unemptiable,11484635.673065167,447656.72059000004,139880.00287477934,0.03897874807120666,0.7296787400387724,0.2703212599612275
CUW,Curaçao,unemptiable,160538.9906368221,0,NA,0,NA,NA
DMA,Dominica,unemptiable,NA,0,NA,NA,NA,NA
DOM,Dominican Republic,unemptiable,10766998.632462569,229811.64808999997,60474.365073170484,0.02134407702041648,0.6762899769081065,0.3237100230918935
ECU,Ecuador,unemptiable,16624857.793386139,140799.43903,34834.05141081359,0.008469211633558406,0,1
SLV,El Salvador,unemptiable,6377854.293358549,44272.830989999995,9791.805028340483,0.006941649801580231,0.24535427726439143,0.7546457227356086
FLK,Falkland Islands (Malvinas),unemptiable,2910.0001199999997,0,0,0,NA,NA
GUF,French Guiana,unemptiable,282731.0225627962,0,NA,0,NA,NA
GRD,Grenada,unemptiable,107824.99244992007,0,NA,0,NA,NA
GLP,Guadeloupe,unemptiable,449567.97697265766,0,NA,0,NA,NA
GTM,Guatemala,unemptiable,16913510.41842676,3141817.91482,579186.5762695571,0.18575788450143882,0.20728914913813903,0.7927108508618609
GUY,Guyana,unemptiable,777858.9824454173,26233.570030000006,6394.972814631492,0.03372535462344015,0.17693201591289476,0.8230679840871052
HTI,Haiti,unemptiable,10981230.415554462,1982429.0147199999,322088.86076162726,0.18052886058305184,0.3328884805709973,0.6671115194290027
HND,Honduras,unemptiable,9265068.093262706,349735.42822,73273.08543714511,0.03774774504618241,0.40321594031157887,0.5967840596884211
JAM,Jamaica,unemptiable,2890298.553790563,14771.869160000002,4445.893556158625,0.005110845431738192,0.5638403285180466,0.43615967148195345
MTQ,Martinique,unemptiable,384895.9655102225,0,NA,0,NA,NA
MEX,Mexico,unemptiable,129163259.24036303,1696103.74207,425666.9199340701,0.013131472154273217,0.253166178146595,0.7468338218534051
MSR,Montserrat,unemptiable,NA,0,NA,NA,NA,NA
NIC,Nicaragua,unemptiable,6217579.051386828,832616.68658,161057.6522726757,0.13391332537931872,0.4006894267521323,0.5993105732478677
PAN,Panama,unemptiable,4098587.5044567515,265916.59985,68039.53418671459,0.06488005918157065,0.24818829304837775,0.7518117069516222
PRY,Paraguay,unemptiable,6811297.743692834,422614.33272,89658.50972736161,0.06204608117613636,0.11454163768759745,0.8854583623124026
PER,Peru,unemptiable,32165465.93273383,2660081.44742,659942.9832661866,0.08269991962755667,0.4486607277598754,0.5513392722401246
PRI,Puerto Rico,unemptiable,3663130.8220668593,0,NA,0,NA,NA
KNA,Saint Kitts and Nevis,unemptiable,NA,0,NA,NA,NA,NA
LCA,Saint Lucia,unemptiable,178844.00866326594,36.90016,8.846980965446718,2.0632595006007148e-4,1,0
VCT,Saint Vincent and the Grenadines,unemptiable,109897.00021055054,0,NA,0,NA,NA
SXM,Sint Maarten (Dutch part),unemptiable,40120.0040619437,0,NA,0,NA,NA
SUR,Suriname,unemptiable,563401.9925899322,12267.08539,2840.203047093253,0.021773237495325126,0.34072431609608284,0.6592756839039171
TTO,Trinidad and Tobago,unemptiable,1369124.962115212,0,NA,0,NA,NA
TCA,Turks and Caicos Islands,unemptiable,35446,0,NA,0,NA,NA
VIR,United States Virgin Islands,unemptiable,104901.00273760447,0,NA,0,NA,NA
URY,Uruguay,unemptiable,3456750.3206200795,23149.11905,8196.8932101718965,0.006696786548890075,0.8838195888063394,0.11618041119366052
VEN,Venezuela (Bolivarian Republic of),unemptiable,31977084.779284958,0,NA,0,NA,NA
DZA,Algeria,unemptiable,41318123.42142925,1351080.17481,255876.35639560997,0.03269945638695864,0.6329795114714536,0.36702048852854635
ARM,Armenia,unemptiable,2930444.2790202904,171882.70737,42430.85117279247,0.05865414626735849,0.028087965414737466,0.9719120345852625
AZE,Azerbaijan,unemptiable,9827636.216505077,463714.3928,100844.09936493536,0.04718473319364552,0,1
BHR,Bahrain,unemptiable,1492584,0,NA,0,NA,NA
CYP,Cyprus,unemptiable,1179551.0937417878,9998.888429999999,3639.542840263046,0.008476859106019216,0.36854858475503566,0.6314514152449644
EGY,Egypt,unemptiable,97553157.01136142,1419732.32721,329086.7716955292,0.014553422674415882,0.045964001882129124,0.9540359981178708
GEO,Georgia,unemptiable,3912058.650758073,348075.39077000006,98648.72556363301,0.08897499292413484,0.19720710214000053,0.8027928978599994
IRQ,Iraq,unemptiable,38274617.3528869,1815632.7088199998,233365.66647573508,0.04743699178178862,0.3517544603583785,0.6482455396416216
ISR,Israel,unemptiable,8321571.158034277,0,0,0,NA,NA
JOR,Jordan,unemptiable,9702354.115704602,131463.27016000001,25741.255339573338,0.013549626059020927,0.8691876928888955,0.13081230711110434
KWT,Kuwait,unemptiable,NA,0,NA,NA,NA,NA
LBN,Lebanon,unemptiable,6082357.000000001,0,NA,0,NA,NA
LBY,Libya,unemptiable,6374619.656595086,0,NA,0,NA,NA
MAR,Morocco,unemptiable,35739582.13855359,176134.34321,32582.69190467303,0.004928270916183921,0.9571558417712852,0.04284415822871481
OMN,Oman,unemptiable,4636262.242827791,0,0,0,NA,NA
QAT,Qatar,unemptiable,2639209.566797238,0,NA,0,NA,NA
SAU,Saudi Arabia,unemptiable,32938215.079899818,0,NA,0,NA,NA
SDN,Sudan,unemptiable,40533342.58961601,12481434.03813,1940331.725396395,0.3079300457526921,0.29258652468968516,0.7074134753103148
SYR,Syrian Arab Republic,unemptiable,18269868.06350311,155694.25433999998,29762.821287806644,0.00852191454250419,0.2245375843071076,0.7754624156928924
TUN,Tunisia,unemptiable,11532128.173141873,469631.90828,89688.4694309721,0.040723784996924035,0.41135791204549027,0.5886420879545098
TUR,Turkey,unemptiable,80745044.75601278,1456449.8192,353119.01159741334,0.01803763715285505,0,1
ARE,United Arab Emirates,unemptiable,9400150.819728967,0,NA,0,NA,NA
PSE,West Bank and Gaza Strip,unemptiable,4920723.466079375,0,0,0,NA,NA
YEM,Yemen,unemptiable,28250423.376752406,4484993.61597,623620.5589685229,0.15875845668425456,0.13277350566333188,0.8672264943366682
ASM,American Samoa,unemptiable,55641,0,NA,0,NA,NA
COK,Cook Islands,unemptiable,NA,0,NA,NA,NA,NA
FJI,Fiji,unemptiable,NA,0,NA,NA,NA,NA
PYF,French Polynesia,unemptiable,283007.0134989383,0,NA,0,NA,NA
GUM,Guam,unemptiable,NA,0,NA,NA,NA,NA
KIR,Kiribati,unemptiable,116398.00802249892,0,NA,0,NA,NA
MHL,Marshall Islands,unemptiable,53127.00311715643,456.05223,85.373747994171,0.008584188891556844,0.2523148938445055,0.7476851061554944
FSM,Micronesia (Federated States of),unemptiable,105543.997793472,0,NA,0,NA,NA
NRU,Nauru,unemptiable,11359.000015433978,123.67171,19.427318844579446,0.010887552586667995,1,0
NCL,New Caledonia,unemptiable,NA,0,NA,NA,NA,NA
NIU,Niue,unemptiable,1618,0,NA,0,NA,NA
MNP,Northern Mariana Islands,unemptiable,55143.99435431121,0,NA,0,NA,NA
PLW,Palau,unemptiable,21728.999990816334,0,0,0,NA,NA
PNG,Papua New Guinea,unemptiable,8251165.611192605,5802136.89479,1036647.4031823094,0.7031899695383005,0.08142460117137569,0.9185753988286243
WSM,Samoa,unemptiable,196440.00449179963,3394.32255,677.2312234362436,0.017279181797930043,0.15455125206059162,0.8454487479394085
SLB,Solomon Islands,unemptiable,611342.8721513482,43917.80445,8253.100231448268,0.07183825386799866,0,1
TKL,Tokelau,unemptiable,NA,0,NA,NA,NA,NA
TON,Tonga,unemptiable,108019.99731955702,5974.76572,1183.190497405117,0.05531166328698167,0.10636448352656076,0.8936355164734392
TUV,Tuvalu,unemptiable,11191.999891473786,163.89721,30.557804718484416,0.014644139705975076,1,0
VUT,Vanuatu,unemptiable,276244.005072261,85180.82852,11148.67744870092,0.30835358218079,0.06487986153718149,0.9351201384628186
WLF,Wallis and Futuna Islands,unemptiable,11900,0,NA,0,NA,NA
AGO,Angola,unemptiable,29784196.593882326,2979154.85864,516612.3815686869,0.1000246842062518,0.4392578901210227,0.5607421098789772
BEN,Benin,unemptiable,11175688.255369607,1137523.91937,147123.73318066073,0.10178558075145407,0.5508597132770989,0.449140286722901
BWA,Botswana,unemptiable,2291660.9615384615,140592.78266,37746.42312593105,0.06134973061879791,0.6662152200693914,0.33378477993060873
BFA,Burkina Faso,unemptiable,19193338.94925281,1240098.62941,124157.48177889462,0.06461088571867672,0.19751725978967916,0.8024827402103207
BDI,Burundi,unemptiable,10864239.920058692,4343776.7972099995,811106.6250400821,0.39982334973936523,0.0451160458419212,0.9548839541580788
CIV,CÃ´te d'Ivoire,unemptiable,24294753.938055202,4811405.04487,710823.1212181002,0.19804296257281434,0.40677653197100166,0.5932234680289984
CPV,Cabo Verde,unemptiable,546388.0174999244,0,0,0,NA,NA
CMR,Cameroon,unemptiable,24053722.80135783,8490944.96609,1349267.2258315212,0.3529992025022707,0.2437676795405178,0.7562323204594822
CAF,Central African Republic,unemptiable,NA,0,NA,NA,NA,NA
TCD,Chad,unemptiable,14899995.708580084,2632904.5184500003,327793.93273293326,0.17670505213191814,0.34995604387979545,0.6500439561202045
COM,Comoros,unemptiable,813911.4018581461,410038.95525999996,62740.959859286486,0.5037881940514507,0.2118207546766541,0.7881792453233459
COG,Congo,unemptiable,5260749.268979484,1965735.73287,272073.7699634183,0.37366079095636634,0.4447595592839634,0.5552404407160366
COD,Democratic Republic of the Congo,unemptiable,81340045.87200467,38395495.12525,5014610.1952917725,0.472036801966752,0.3872427686606943,0.6127572313393057
DJI,Djibouti,unemptiable,956984.8438145743,120772.54249,23384.085711450767,0.12620110263042048,0.7867071845230639,0.21329281547693613
GNQ,Equatorial Guinea,unemptiable,1267689.4190510977,265626.93150999997,50415.79467914817,0.20953628508537164,0.5545220645462103,0.4454779354537897
ERI,Eritrea,unemptiable,NA,0,NA,NA,NA,NA
SWZ,Eswatini,unemptiable,1367255.194847844,108316.50209,18332.53428499464,0.0792218617988532,0.17404570916014153,0.8259542908398585
ETH,Ethiopia,unemptiable,104957569.24398701,66091207.57763,11264895.665654114,0.6296945332641299,0.14569944051301154,0.8543005594869885
GAB,Gabon,unemptiable,2025137.0059883092,449925.59747000004,83884.21950866279,0.2221704487842426,0.7936095128790894,0.2063904871209105
GMB,Gambia,unemptiable,2100567.7795368005,686297.57508,62766.15888109192,0.32672003339560723,0.3638682813659811,0.6361317186340189
GHA,Ghana,unemptiable,28833620.268165432,3823499.8944699997,551370.8439032508,0.13260561313181482,0.35008078674356624,0.6499192132564339
GIN,Guinea,unemptiable,12717180.620669585,4156632.09367,427418.48808017775,0.32685169910334616,0.14516114923639023,0.8548388507636098
GNB,Guinea-Bissau,unemptiable,1861283.465058456,872793.7879899999,131395.13345291125,0.46892040055950784,0.2909887222557889,0.7090112777442111
KEN,Kenya,unemptiable,49699904.288884364,19121700.74519,3949159.831403488,0.38474321065174893,0.13298120315838746,0.8670187968416126
LSO,Lesotho,unemptiable,2233347.2968262336,231089.89838,58484.83823174527,0.10347244188505628,0.1420152226041236,0.8579847773958764
LBR,Liberia,unemptiable,4731905.407425473,772126.44349,87897.88088075173,0.16317453055556685,0.513983200427897,0.486016799572103
MDG,Madagascar,unemptiable,25570894.828186814,7510169.13127,907238.6141781462,0.29369989520239764,0.42371673562455175,0.5762832643754482
MWI,Malawi,unemptiable,18622123.56626787,10179937.71098,1767451.6466684146,0.5466582624024656,0.12339510870436089,0.8766048912956391
MLI,Mali,unemptiable,18541999.40482041,7160446.91316,1116069.089197233,0.3861744764859868,0.1774565954388505,0.8225434045611495
MRT,Mauritania,unemptiable,4420182.997007927,532608.14103,95460.65008597451,0.12049459069693012,0.36135654289437397,0.6386434571056259
MUS,Mauritius,unemptiable,1265137.0977841427,5084.93566,1424.070680369899,0.00401927638427973,0.0987980209763362,0.9012019790236637
MYT,Mayotte,unemptiable,NA,0,NA,NA,NA,NA
MOZ,Mozambique,unemptiable,29668814.879078306,11433676.102869999,2406062.2602699567,0.38537690667694097,0.2770149822334889,0.7229850177665111
NAM,Namibia,unemptiable,2533795.1763287843,110329.81558,22088.79227016388,0.0435433047669847,0.4524890576274087,0.5475109423725913
NER,Niger,unemptiable,21477381.84057851,1900119.62445,233185.37756212824,0.08847072881388128,0.22832562990636923,0.7716743700936308
NGA,Nigeria,unemptiable,190886295.59758583,39165443.06872,6543304.282346125,0.205176819771735,0.26454471308726135,0.7354552869127388
REU,Réunion,unemptiable,876561.9461389979,0,NA,0,NA,NA
RWA,Rwanda,unemptiable,12208457.460714782,2060284.39475,434523.76112457336,0.1687587806551094,0.101059160284163,0.8989408397158369
SHN,Saint Helena,unemptiable,4048.999790356394,0,NA,0,NA,NA
STP,Sao Tome and Principe,unemptiable,204327.32937399784,7162.722809999999,1712.6054487303518,0.035055138399472024,0.8021343031701097,0.19786569682989033
SEN,Senegal,unemptiable,15850567.010644754,2823694.86013,294206.17957186257,0.17814472240858595,0.18225005414229054,0.8177499458577095
SYC,Seychelles,unemptiable,94736.9972789337,0,NA,0,NA,NA
SLE,Sierra Leone,unemptiable,7557213.635929482,2479359.9144900003,220352.40109607173,0.32807857947832875,0.2512326825160149,0.7487673174839851
SOM,Somalia,unemptiable,14742509.838527326,2821112.88907,479079.22821504035,0.19135906436348085,0.29277620419942924,0.7072237958005708
ZAF,South Africa,unemptiable,56717190.837702796,4509224.02445,1283620.3811396756,0.07950365590836862,0.30480645472868106,0.6951935452713189
SSD,South Sudan,unemptiable,12575720.023801042,2274324.0663,269049.69365781336,0.1808504055430283,0.357936159447305,0.6420638405526949
TGO,Togo,unemptiable,7797694.3391137635,754818.7225500001,102587.65089827369,0.09680024501137191,0.2873933276020857,0.7126066723979142
UGA,Uganda,unemptiable,42863017.97041767,24950582.05147,3965060.2571973205,0.582100450059067,0.12015122338532289,0.8798487766146771
TZA,United Republic of Tanzania,unemptiable,57310008.8286023,23722688.762089998,4128309.1538436683,0.41393622592238144,0.1293490309245056,0.8706509690754944
ZMB,Zambia,unemptiable,17094116.566256963,6263388.08189,964023.7650149022,0.366406070627461,0.32423132848846287,0.6757686715115372
ZWE,Zimbabwe,unemptiable,16529889.786516318,1800190.43364,330921.22919803916,0.10890516856975312,0.11197101372349008,0.88802898627651
AFG,Afghanistan,no facility,35530085.16530559,4526598.87274,563238.2678677299,0.12740185821902086,0,1
BGD,Bangladesh,no facility,164669683.37243107,0,0,0,NA,NA
BTN,Bhutan,no facility,807610.0210778456,0,0,0,NA,NA
IND,India,no facility,1339180290.6450965,344585705.71641,75365586.66033909,0.2573109148361343,0.06208554038375242,0.9379144596162476
IRN,Iran (Islamic Republic of),no facility,81162560.0499435,77982.90603,22325.736246910976,9.608236357011546e-4,1,0
KAZ,Kazakhstan,no facility,18204492.203759845,0,0,0,NA,NA
KGZ,Kyrgyzstan,no facility,6045077.406228689,0,0,0,NA,NA
MDV,Maldives,no facility,436330.02510366763,0,0,0,NA,NA
NPL,Nepal,no facility,29304995.49611164,6297776.59339,1485547.3452926434,0.21490454056632174,0.06602520739564287,0.9339747926043571
PAK,Pakistan,no facility,197015965.11590356,20547511.09739,3019703.9503831845,0.10429363470773546,0,1
LKA,Sri Lanka,no facility,20876967.247702222,116800.46043,22590.124323163527,0.005594704395718942,0,1
TJK,Tajikistan,no facility,8921363.716258632,5881.21038,937.9053310046404,6.592277332311717e-4,0,1
TKM,Turkmenistan,no facility,5758083.429579293,0,0,0,NA,NA
UZB,Uzbekistan,no facility,31910638.871927045,0,0,0,NA,NA
BRN,Brunei Darussalam,no facility,NA,0,0,NA,NA,NA
KHM,Cambodia,no facility,16005372.51318531,5081580.36815,1101854.5567468754,0.31749216483176307,0,1
CHN,China,no facility,1409515977.5462778,3190600.58842,942735.2547783139,0.002263614346517931,0.1629414955657134,0.8370585044342866
HKG,"China, Hong Kong Special Administrative Region",no facility,7364882.919078801,0,0,0,NA,NA
MAC,"China, Macao Special Administrative Region",no facility,NA,0,0,NA,NA,NA
PRK,Democratic People's Republic of Korea,no facility,25490969.290557317,0,0,0,NA,NA
IDN,Indonesia,no facility,263991374.801031,25542675.69283,6398014.616799556,0.09675572056883067,0.21937175646688006,0.7806282435331199
JPN,Japan,no facility,127484455.18635967,0,0,0,NA,NA
LAO,Lao People's Democratic Republic,no facility,6858159.411277301,1418547.0360899998,368065.89953359397,0.2068407791392825,0.02223466733040982,0.9777653326695902
MYS,Malaysia,no facility,31624266.45510674,0,0,0,NA,NA
MNG,Mongolia,no facility,3075681.3066407247,317329.58975000004,73431.52760436179,0.10317375505220633,0.07391438342853117,0.9260856165714687
MMR,Myanmar,no facility,53370580.70587838,5028471.0603600005,1190510.413431148,0.0942180316169232,0.04150722499038453,0.9584927750096155
PHL,Philippines,no facility,104918090.95197149,5336198.4052,1125296.1959065846,0.05086061285315189,0.24433749291994936,0.7556625070800507
KOR,Republic of Korea,no facility,50982210.19734423,0,0,0,NA,NA
SGP,Singapore,no facility,5708844,0,0,0,NA,NA
THA,Thailand,no facility,69037511.90450084,0,0,0,NA,NA
TLS,Timor-Leste,no facility,1296311.2173765858,252975.60333,43282.462233721606,0.19515036199560182,0,1
VNM,Viet Nam,no facility,95540797.89708887,2855947.34881,754922.6383866289,0.029892437698565845,0.15822491158259192,0.8417750884174081
AIA,Anguilla,no facility,14908.999999999998,80.80678,22.12109036188375,0.005420000000000001,1,0
ATG,Antigua and Barbuda,no facility,102011.99457736852,0,0,0,NA,NA
ARG,Argentina,no facility,43937140,702532.87622,215594.12764899625,0.015989499458089442,1,0
ABW,Aruba,no facility,NA,0,0,NA,NA,NA
BHS,Bahamas,no facility,395360.9967382175,0,0,0,NA,NA
BRB,Barbados,no facility,285718.9999223408,0,0,0,NA,NA
BLZ,Belize,no facility,374680.971938832,2938.15766,804.3291799811959,0.007841758402611554,0.4371825098044603,0.5628174901955397
BOL,Bolivia (Plurinational State of),no facility,11051597.304626657,1469538.30435,416245.6720704749,0.1329706705595209,0.10537286170876121,0.8946271382912387
BRA,Brazil,no facility,209288304.06109858,2356516.85065,711618.3281447239,0.011259668146396036,0.12556468918029715,0.8744353108197028
VGB,British Virgin Islands,no facility,NA,0,0,NA,NA,NA
CYM,Cayman Islands,no facility,NA,0,0,NA,NA,NA
CHL,Chile,no facility,18054734.725888643,0,0,0,NA,NA
COL,Colombia,no facility,49065610.7595189,1504531.16861,426593.2187721036,0.030663659237506094,0.20103004476765463,0.7989699552323454
CRI,Costa Rica,no facility,4905768.67560216,9985.91583,2884.913318898965,0.002035545597505018,0.5671491885587023,0.43285081144129767
CUB,Cuba,no facility,11484635.673065167,30869.62735,9841.434881758265,0.0026879065412931044,0.46100633540689634,0.5389936645931037
